-1,-1,-1,-1,-1,-1,-1,-1,120,120,120,120,120,120,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,120,120,120,120,120,120,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1524,1524,1524,1524,1524,1524,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1524,1524,1524,1524,1524,1524,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1524,1524,1524,1524,1524,1524,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1335,1336,1336,1336,1337,1524,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1524,1524,1524,1524,1524,1524,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1524,1524,1524,1524,1524,1524,1062,1362
-1,-1,-1,-1,-1,-1,-1,-1,1524,1524,1524,1524,1524,1524,1362,-1
-1,120,120,120,120,120,120,120,1221,1223,1524,1524,1524,1221,-1,-1
-1,120,120,120,120,120,120,120,1335,1337,1524,1524,1524,1335,-1,-1
-1,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,-1,-1
-1,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,-1,-1
-1,1221,1222,1223,1524,1524,1221,1222,1223,1524,1524,1221,1222,1223,-1,-1
-1,1335,1336,1337,1524,1524,1335,1336,1337,1524,1524,1335,1336,1337,-1,-1
-1,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,-1,-1
-1,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,1524,-1,-1
-1,1221,1222,1223,1524,1524,1524,1524,1524,1524,1524,1221,1222,1223,-1,-1
-1,1335,1336,1337,1524,1524,1524,1524,1524,1524,1524,1335,1336,1337,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
